id,kanji,yomi,flag_1年生,flag_2年生,flag_3年生,flag_4年生,flag_5年生,flag_6年生,flag_BLEACH,flag_四字熟語,flag_難読,flag_地名,flag_ファントムシータ,note
2592,志波海燕,しばかいえん,,,,,,,1,,,,,BLEACH追加：人物
2593,志波空鶴,しばくうかく,,,,,,,1,,,,,BLEACH追加：人物
2594,志波岩鷲,しばがんじゅ,,,,,,,1,,,,,BLEACH追加：人物
2595,黒崎遊子,くろさきゆず,,,,,,,1,,,,,BLEACH追加：人物
2596,黒崎夏梨,くろさきかりん,,,,,,,1,,,,,BLEACH追加：人物
2597,黒崎一勇,くろさきかずい,,,,,,,1,,,,,BLEACH追加：人物
2598,阿散井苺花,あばらいいちか,,,,,,,1,,,,,BLEACH追加：人物
2599,銀城空吾,ぎんじょうくうご,,,,,,,1,,,,,BLEACH追加：人物
2600,毒ヶ峰リルカ,どくがみねりるか,,,,,,,1,,,,,BLEACH追加：人物
2601,月島秀九郎,つきしましゅうくろう,,,,,,,1,,,,,BLEACH追加：人物
2602,沓澤ギリコ,くつざわぎりこ,,,,,,,1,,,,,BLEACH追加：人物
2603,獅子河原萌笑,ししがわらもえ,,,,,,,1,,,,,BLEACH追加：人物
2604,星十字騎士団,しゅてるんりったー,,,,,,,1,,,,,BLEACH追加：滅却師
2605,見えざる帝国,ゔぁんでんらいひ,,,,,,,1,,,,,BLEACH追加：滅却師
2606,聖文字,しゅりふと,,,,,,,1,,,,,BLEACH追加：滅却師
2607,完聖体,ふぉるしゅてんでぃっひ,,,,,,,1,,,,,BLEACH追加：滅却師
2608,滅却師完聖体,くいんしーふぉるしゅてんでぃっひ,,,,,,,1,,,,,BLEACH追加：滅却師
2609,聖別,あうすゔぇーれん,,,,,,,1,,,,,BLEACH追加：滅却師
2610,血装,ぶるーと,,,,,,,1,,,,,BLEACH追加：滅却師
2611,静血装,ぶるーとゔぇーね,,,,,,,1,,,,,BLEACH追加：滅却師
2612,動血装,ぶるーとあるてりえ,,,,,,,1,,,,,BLEACH追加：滅却師
2613,星章化,めだりおん,,,,,,,1,,,,,BLEACH追加：滅却師
2614,影の領域,しゃってんべらいひ,,,,,,,1,,,,,BLEACH追加：滅却師
2615,親衛隊,しゅっつしゅたっふぇる,,,,,,,1,,,,,BLEACH追加：滅却師
2616,聖隷,すくらヴぇらい|すくらゔぇらい,,,,,,,1,,,,,BLEACH追加：滅却師
2617,神聖滅矢,はいりっひぷふぁいる,,,,,,,1,,,,,BLEACH追加：滅却師
